Year;CP;Estimation_method;Estimation_method_detailed;Road;RoadCategory;Easting;Northing;Longitute;Latitude;StartJunction;EndJunction;LinkLength_miles;LinkLength_kilometres;Motorcycles;CarsTaxis;BusesCoaches;LightGoodsVehicles;AllHGVs;AllMotorVehicles;;MotorcycleCO2PerKilometer;CarsTaxisCO2PerKilometer;BusesCoachesCO2PerKilometer;LightGoodsVehiclesCO2PerKilometer;AllHGVsCO2PerKilometer;TotalEmissionsPerSection;;Rank;
2016;40861;Estimated;Estimated using previous year's AADF on this link;A93;PA;385000;801100;;;B979;B979;1.43;;30.81;6398.79;106.07;1055.29;364.33;7955.29;;;;;;;;;;
2016;40869;Estimated;Estimated using previous year's AADF on this link;A96;PA;393100;808000;;;A978;B991;0.5;;26.68;2117.31;175.3;471.93;159.51;2950.73;;;;;;;;;;
2016;40991;Estimated;Estimated using previous year's AADF on this link;A90;TA;392640;804000;;;A9013;A93;0.81;;106.46;7132.75;18.46;1129.96;481.24;8868.87;;;;;;;;;;
2016;41007;Estimated;Estimated using previous year's AADF on this link;A978;PA;394000;808500;;;A96;A956;0.75;;37.41;3800.91;80.8;855.62;262.85;5037.59;;;;;;;;;;
2016;50843;Estimated;Estimated using previous year's AADF on this link;A978;PA;392400;807600;;;A9011;A9012;0.19;;10.84;871.29;6.13;142.37;20.46;1051.08;;;;;;;;;;
2016;50863;Estimated;Estimated using previous year's AADF on this link;A90;TA;391102;806220;;;B9119 Queen's Road;A944;0.99;;110.93;9006.02;67.9;1531.2;644.34;11360.38;;;;;;;;;;
2016;50866;Estimated;Estimated using previous year's AADF on this link;A9013;PA;393800;806000;;;A978;B986;0.43;;18.98;1542.94;271.95;253.92;34.87;2122.65;;;;;;;;;;
2016;74306;Estimated;Estimated using previous year's AADF on this link;A93;PA;383400;800930;;;LA boundary;B979;0.37;;3.33;488.9;17.95;82.06;26.57;618.81;;;;;;;;;;
2016;74307;Estimated;Estimated using previous year's AADF on this link;A90;TA;393170;800230;;;LA boundary;A956;0.43;;97.31;5584.12;19.02;883.91;577.85;7162.22;;;;;;;;;;
2016;74308;Estimated;Estimated using previous year's AADF on this link;A90;TA;394740;812500;;;A956;LA boundary;2.3;;193.88;10442.78;116.74;2002;923.13;13678.52;;;;;;;;;;
2016;74310;Estimated;Estimated using previous year's AADF on this link;A96;TA;382860;812325;;;LA Boundary;B979;0.31;;16.02;1701.81;9.56;291.99;110.69;2130.07;;;;;;;;;;
2016;74311;Estimated;Estimated using previous year's AADF on this link;A944;PA;384070;806365;;;LA boundary;B9119;0.06;;0.93;86.33;1.07;14.35;12.06;114.74;;;;;;;;;;
2016;74312;Estimated;Estimated using previous year's AADF on this link;A945;PA;394220;804670;;;A9013;A956;1.43;;85.03;6188.11;58.19;1228.28;303.77;7863.38;;;;;;;;;;
2016;74313;Estimated;Estimated using previous year's AADF on this link;A956;PA;394510;805770;;;A945;A93;0.81;;28.88;6925.52;244.42;1522.98;948.12;9669.92;;;;;;;;;;
2016;74314;Estimated;Estimated using previous year's AADF on this link;A90;TA;391050;806950;;;A944;A9011;0.12;;13.04;1513.25;13.37;232.2;84.89;1856.76;;;;;;;;;;
2016;74315;Estimated;Estimated using previous year's AADF on this link;A978;PA;392440;807260;;;A944;A9011;0.37;;10.87;1801.94;30.83;252.15;29.92;2125.71;;;;;;;;;;
2016;74316;Estimated;Estimated using previous year's AADF on this link;A9011;PA;391610;807330;;;A90;A978;0.93;;10.51;3742.56;201.42;318.24;45.17;4317.9;;;;;;;;;;
2016;75459;Estimated;Estimated using previous year's AADF on this link;A96;TA;391100;809200;;;A947;A90;1.3;;199.24;16461.74;399.37;1896.4;1206.81;20163.57;;;;;;;;;;
2016;77082;Estimated;Estimated using previous year's AADF on this link;A9013;PA;392800;803800;;;A90 Stonehaven Rd;A945 Ruthrieston Rd;0.19;;8.99;759.92;19.38;86.87;75.54;950.7;;;;;;;;;;
2016;78513;Estimated;Estimated using previous year's AADF on this link;A956;PA;394220;801500;;;A90;Souter Head Road roundabout;1.49;;60.54;7886.77;39.71;1676.77;1086.6;10750.38;;;;;;;;;;
2016;78514;Estimated;Estimated from nearby links;A90;TA;393020;803350;;;Cairngorm Rd;B9077;0.19;;14.5;1703.15;12.36;270.58;97.49;2098.08;;;;;;;;;;
2016;78515;Estimated;Estimated using previous year's AADF on this link;A93;PA;389000;802770;;;Old Ferry Rd;A90;3.11;;38.66;13501.39;476.79;2460.63;322.99;16800.46;;;;;;;;;;
2016;78516;Estimated;Estimated using previous year's AADF on this link;A944;PA;389500;806670;;;Skye Rd;Springhill Rd;0.37;;4.92;2074.53;41.54;247.77;40.57;2409.32;;;;;;;;;;
2016;78517;Estimated;Estimated from nearby links;A96;TA;389100;809800;;;Bankhead Avenue;A947;0.37;;23.49;2241.72;31.27;342.1;146.81;2785.39;;;;;;;;;;
2016;78518;Estimated;Estimated from nearby links;A947;PA;388800;813900;;;Riverview Drive;LA boundary;0.31;;18.03;1540.61;34.71;242.59;86.68;1922.62;;;;;;;;;;
2016;80026;Estimated;Estimated using previous year's AADF on this link;A93;PA;394000;805580;;;A9013;A956;0.99;;55.66;1858.98;3.96;274.4;17.39;2210.4;;;;;;;;;;
2016;80027;Estimated;Estimated using previous year's AADF on this link;A956;PA;394610;806300;;;A93;A96/A9013;0.43;;23.19;2578.95;9.42;510.82;378.13;3500.51;;;;;;;;;;
2016;80028;Estimated;Estimated using previous year's AADF on this link;A944;PA;389000;806640;;;B9119;Skye Rd;0.99;;27.04;4551.92;28.92;456.87;150.84;5215.6;;;;;;;;;;
2016;80029;Estimated;Estimated using previous year's AADF on this link;A944;PA;390000;806680;;;Springhill Rd;A90;0.75;;19.72;3644.46;226.99;487.88;110.89;4489.94;;;;;;;;;;
2016;80030;Estimated;Estimated using previous year's AADF on this link;A944;PA;392000;806800;;;A90;A978;0.93;;19.21;3060.38;111.51;402.93;92.41;3686.43;;;;;;;;;;
2016;80031;Estimated;Estimated using previous year's AADF on this link;A944;PA;393000;806910;;;A978;A96;0.93;;25.73;4457.28;123.77;604.17;66.52;5277.48;;;;;;;;;;
2016;80032;Estimated;Estimated using previous year's AADF on this link;A90;TA;394000;810990;;;B997 Scotstown Road;A956;0.62;;43.91;2974.15;67.72;758.75;261.88;4106.41;;;;;;;;;;
2016;80033;Estimated;Estimated using previous year's AADF on this link;A90;TA;391050;810000;;;A96;B997 Scotstown Road;2.61;;36.67;14792.02;104.41;2754.12;753.63;18440.85;;;;;;;;;;
2016;80038;Estimated;Estimated using previous year's AADF on this link;A9013;PA;392880;804000;;;A945;B9077;0.81;;15.39;2585.62;106.76;399.52;28.06;3135.36;;;;;;;;;;
2016;80039;Estimated;Estimated using previous year's AADF on this link;A96;PA;393640;807320;;;B991;A944;0.56;;15.66;1031.25;51.49;187.01;68.91;1354.33;;;;;;;;;;
2016;80040;Estimated;Estimated using previous year's AADF on this link;A96;PA;394240;806750;;;A944;A956;0.5;;8.37;1604.52;37.63;343.74;122.97;2117.23;;;;;;;;;;
2016;80041;Estimated;Estimated using previous year's AADF on this link;A9012;PA;392000;808000;;;A90;A978;0.56;;11.53;1514.45;2.8;223.68;34.82;1787.28;;;;;;;;;;
2016;80333;Estimated;Estimated using previous year's AADF on this link;A978;PA;393050;806000;;;A9013;A944;0.93;;7.25;1848.19;154.13;260.18;22.11;2291.86;;;;;;;;;;
2016;80345;Estimated;Estimated using previous year's AADF on this link;A956;PA;394350;805030;;;Souter Head Road roundabout;A945;1.93;;259.19;13099.98;160.47;3437.32;1640.09;18597.05;;;;;;;;;;
2016;80355;Estimated;Estimated using previous year's AADF on this link;A944;PA;386000;806180;;;B9119;B9119;2.36;;52.42;19037.29;184.95;2292.22;1226.74;22793.63;;;;;;;;;;
2017;1041;Estimated;Estimated using previous year's AADF on this link;A956;PA;394400;809000;-2.09425219;57.17179023;A978;B997 Balgownie Road;0.81;1.3035654;49.7;5435.48;292.13;1117.68;455.78;7350.78;;6173020.98513497;1057794841.45992;36284197.5933094;308903065.623646;22652266;1431807391.66201;;22;
2017;1042;Estimated;Estimated using previous year's AADF on this link;A9013;PA;393250;805600;-2.11317715;57.14123236;A93;A978;0.19;0.3057746;12.35;957.83;73.18;162.97;23.25;1229.57;;359813.044728102;43724067.9072662;2132074.38163583;10565279.3958675;287137.5;57068372.2294976;;53;
2017;1178;Counted;Automatic counter;A90;TA;391560;808000;-2.14118299;57.16276363;A9011;A9012;0.87;1.4001258;47.55;9238.76;48.9;1559.85;387.18;11282.24;;6343458.74316407;1931129782.77363;6523556.94091952;463043518.733193;18410409;2425450726.19091;;16;
2017;1213;Estimated;Estimated using previous year's AADF on this link;A96;TA;384900;811400;-2.25150107;57.19313338;B979;B979;1.55;2.494477;9.36;9756.2;242.39;1772.67;654.89;12435.51;;2224661.26269563;3633213478.38975;57610645.6693157;937517348.409047;6129770.4;4636695904.1308;;10;
2017;10775;Estimated;Estimated using previous year's AADF on this link;A956;PA;394600;810000;-2.09096687;57.18077569;B997 Balgownie Road;A90;0.75;1.207005;79.71;7438.8;168.53;1399.27;433.78;9520.08;;9167067.26889314;1340425464.25626;19381832.2271555;358082013.0018;34576603.8;1761632980.55411;;21;
2017;10859;Counted;Automatic counter;A93;PA;387200;802070;-2.21296204;57.10939264;B979;Old Ferry Rd;1.74;2.8002516;26.75;5791.88;116.66;823.25;188.39;6946.92;;7137224.87401215;2421292893.47292;31126304.8150376;488765684.901883;5039432.5;2953361540.56386;;12;
2017;10989;Counted;Automatic counter;A90;TA;392900;803560;-2.11890221;57.12290187;B9077 Leggart Terrace;A9013;0.19;0.3057746;16.76;1546.29;0.95;319.9;20.35;1904.24;;488296.893088501;70586731.4286739;27677.9265175463;20738988.0268639;341066;92182760.2751438;;51;
2017;10990;Estimated;Estimated using previous year's AADF on this link;A947;PA;389010;811700;-2.18350694;57.19594605;Riverview Drive;A96;3.04;4.8923936;195.69;16423.99;348.1;2742.66;939.83;20650.27;;91221784.2563139;11995843171.6403;162268399.507501;2844888672.79818;183915332.7;15278137360.9022;;1;
2017;20853;Estimated;Estimated using previous year's AADF on this link;A9013;PA;394400;806330;-2.09419171;57.14780542;B986;A96/A956;0.43;0.6920162;55.06;1579.11;325.77;365.72;30.47;2356.13;;3630454.585286;163139588.749177;21480079.7357178;53658297.1900661;1677678.2;243586098.460247;;42;
2017;20854;Counted;Automatic counter;A90;TA;392900;803000;-2.11888625;57.11787139;A956;Cairngorm Rd;1.74;2.8002516;139.54;16258.7;120.93;2752.24;966.99;20238.39;;37230966.6885852;6796942403.34887;32265592.6734314;1634012108.85437;134933784.6;8635384856.16525;;6;
2017;20868;Estimated;Estimated using previous year's AADF on this link;A96;PA;392000;809050;-2.13394284;57.17220348;A90;A978;1.24;1.9955816;134.42;5573.77;199.35;1028.41;277.28;7213.22;;25558886.0625254;1660539660.06801;37904805.3605448;435118647.589161;37271977.6;2196393976.68024;;17;
2017;20987;Counted;Automatic counter;A90;TA;391620;805200;-2.14009676;57.13761241;A93;B9119 Queen's Road;0.62;0.9977908;80.79;6453.37;8.04;1541.4;260.85;8344.45;;7680785.61594787;961295211.866753;764370.792823628;326081953.400849;21074071.5;1316896393.17637;;23;
2017;21002;Estimated;Estimated using previous year's AADF on this link;A978;PA;392640;808000;-2.12332741;57.16278208;A9012;A96;0.56;0.9012304;14.03;2090.34;36.86;382.22;47.71;2571.15;;1204764.1720945;281244139.802821;3165189.40722761;73033338.7412454;669371.3;359316803.423389;;37;
2017;30854;Estimated;Estimated using previous year's AADF on this link;A9013;PA;393200;805300;-2.11399512;57.13853675;B9077;A93;0.19;0.3057746;8.04;839.18;63.07;150.87;21.03;1082.18;;234242.662316918;38307803.3747321;1837522.97417015;9780841.27418867;169081.2;50329491.4854079;;54;
2017;30860;Estimated;Estimated using previous year's AADF on this link;A93;PA;392600;805000;-2.12389951;57.13583266;A90;A9013;0.93;1.4966862;16.07;3002.87;152.77;538.03;59.81;3769.55;;2291686.3135589;670962122.00563;21785993.6603854;170729732.763973;961146.7;866730681.443548;;29;
2017;30992;Estimated;Estimated using previous year's AADF on this link;A90;TA;391350;809035;-2.14469114;57.17205702;A9012;A96;0.62;0.9977908;74.06;6485.97;160.28;1310.19;315.28;8345.79;;7040957.82543755;966151314.012896;15237978.9395238;277169660.390721;23349636.8;1288949547.96858;;24;
2017;40780;Counted;Automatic counter;A96;TA;386800;811210;-2.22005159;57.19148582;B979;Bankhead Avenue;2.42;3.8946028;36.95;8325.09;54.71;1382.19;488.23;10287.18;;13711537.4585733;4840417551.27258;20301981.4440742;1141307923.58236;18040098.5;6033779092.25759;;9;
2017;40854;Estimated;Estimated using previous year's AADF on this link;A956;PA;394200;808100;-2.09753854;57.16370265;A96/A9013;A978;1.18;1.8990212;36.55;5123.57;487.57;1080.9;606.47;7335.05;;6613414.36440584;1452557072.13732;88221681.0301876;435198353.872425;22166478.5;2004756999.90434;;18;
2017;40861;Estimated;Estimated using previous year's AADF on this link;A93;PA;385000;801100;-2.24922382;57.10061216;B979;B979;1.43;2.3013562;31.05;6334.3;98.77;1107.88;367.64;7939.64;;6808539.91284672;2176272075.43886;21657954.498933;540565692.879993;11415222;2756719484.73063;;15;
2017;40869;Estimated;Estimated using previous year's AADF on this link;A96;PA;393100;808000;-2.11572224;57.16278918;A978;B991;0.5;0.80467;26.88;2095.97;163.25;495.44;160.43;2941.97;;2060893.8082871;251787166.417271;12516403.0581425;84524145.9340045;4312358.4;355200967.617705;;38;
2017;40991;Estimated;Estimated using previous year's AADF on this link;A90;TA;392640;804000;-2.12320913;57.12685029;A9013;A93;0.81;1.3035654;106.99;7110.28;18.86;1200.49;496.87;8933.49;;13288762.8812795;1383726461.20226;2342518.62735705;331789994.676948;53160121.3;1784307858.68784;;20;
2017;41007;Estimated;Estimated using previous year's AADF on this link;A978;PA;394000;808500;-2.10085494;57.16729342;A96;A956;0.75;1.207005;37.7;3762.61;75.24;898.25;263.75;5037.54;;4335697.35337187;677998905.208534;8652993.86916974;229867836.928446;9943375;930798808.359522;;28;
2017;50843;Estimated;Estimated using previous year's AADF on this link;A978;PA;392400;807600;-2.12728306;57.15918504;A9011;A9012;0.19;0.3057746;10.92;862.51;5.7;149.46;20.5;1049.09;;318150.481654322;39372796.6452253;166067.559105278;9689431.5426542;223860;49770306.2286392;;55;
2017;50863;Counted;Manual count;A90;TA;391102;806220;-2.14869144;57.14676533;B9119 Queen's Road;A944;0.99;1.5932466;64.79;9161.27;33.3;1658.06;471.39;11388.81;;9835569.69795627;2179061066.65908;5055170.10251495;560086566.903206;30541358.1;2784579731.46276;;14;
2017;50866;Estimated;Estimated using previous year's AADF on this link;A9013;PA;393800;806000;-2.10409925;57.14483323;A978;B986;0.43;0.6920162;19.12;1527.39;253.25;266.57;34.8;2101.13;;1260702.71831944;157796338.73486;16698376.747615;39111047.4733564;665376;215531841.674151;;45;
2017;74306;Counted;Automatic counter;A93;PA;383400;800930;-2.27562089;57.09903003;LA boundary;B979;0.37;0.5954558;4.11;615.89;22.07;109.38;34.61;786.06;;233184.614156414;54749908.85571;1252161.66287884;13808908.8504631;142247.1;70186411.0832083;;52;
2017;74307;Estimated;Estimated using previous year's AADF on this link;A90;TA;393170;800230;-2.11435188;57.09299227;LA boundary;A956;0.43;0.6920162;97.79;5566.54;19.43;939.08;596.69;7219.54;;6447914.1644591;575085362.233057;1281142.98205788;137781455.007239;58350315.1;778946189.486813;;32;
2017;74308;Estimated;Estimated using previous year's AADF on this link;A90;TA;394740;812500;-2.08870517;57.20323469;A956;LA boundary;2.3;3.701482;194.83;10409.89;119.27;2126.95;957.89;13808.84;;68713174.3703665;5752445334.02254;42064468.0344588;1669186396.12046;186625708.7;7719035081.24783;;7;
2017;74310;Counted;Dependent on a neighbouring counted link;A96;TA;382860;812325;-2.28532005;57.20137017;LA Boundary;B979;0.31;0.4988954;9.2;2547.7;20.88;400.12;130.8;3108.69;;437326.573008543;189752936.161488;992541.178741129;42322535.0962591;1203360;234708699.009497;;43;
2017;74311;Counted;Automatic counter;A944;PA;384070;806365;-2.26491211;57.14787611;LA boundary;B9119;0.06;0.0965604;2.27;218.69;2.64;38.59;31.49;293.68;;20884.9506464809;3152526.15774804;24289.1055976694;790033.939510714;71482.3;4059216.4535029;;58;
2017;74312;Estimated;Estimated using previous year's AADF on this link;A945;PA;394220;804670;-2.09712789;57.1328914;A9013;A956;1.43;2.3013562;85.69;6125.75;54.19;1289.48;304.28;7859.38;;18789815.9462749;2104620663.07557;11882601.5419376;629173420.997665;26073753.2;2790540254.76145;;13;
2017;74313;Estimated;Estimated using previous year's AADF on this link;A956;PA;394510;805770;-2.09236147;57.14277636;A945;A93;0.81;1.3035654;29.1;6855.72;227.62;1598.87;954.5;9665.81;;3614384.52047138;1334186723.2505;28271690.8779964;441893784.029131;27775950;1835742532.6781;;19;
2017;74314;Counted;Manual count;A90;TA;391050;806950;-2.14957703;57.15332195;A944;A9011;0.12;0.1931208;7.26;1245.12;4.41;185.99;63.06;1505.83;;133590.080787182;35898059.9893478;81147.6937013047;7615362.13576562;457815.6;44185975.499602;;56;
2017;74315;Estimated;Estimated using previous year's AADF on this link;A978;PA;392440;807260;-2.12661149;57.15613151;A944;A9011;0.37;0.5954558;10.96;1783.78;28.71;264.71;29.82;2117.98;;621825.637750436;158570186.914284;1628888.14414371;33418872.3880608;326827.2;194566600.284239;;46;
2017;74316;Estimated;Estimated using previous year's AADF on this link;A9011;PA;391610;807330;-2.14033375;57.15674599;A90;A978;0.93;1.4966862;10.59;3704.84;187.57;334.09;44.91;4282.01;;1510202.74179146;827810497.321342;26748699.554091;106014713.713205;475596.9;962559710.23043;;27;
2017;75459;Estimated;Estimated using previous year's AADF on this link;A96;TA;391100;809200;-2.14883141;57.17353444;A947;A90;1.3;2.092142;200.23;16409.9;408.04;2014.76;1247.78;20280.71;;39914330.1639379;5125400543.75588;81339675.7733267;893688958.26172;249842989.4;6390186497.35487;;8;
2017;77082;Estimated;Estimated using previous year's AADF on this link;A9013;PA;392800;803800;-2.12056065;57.12505623;A90 Stonehaven Rd;A945 Ruthrieston Rd;0.19;0.3057746;9.06;752.26;18.05;91.2;76.33;946.9;;263960.014998915;34339984.4689768;525880.60383338;5912459.23116595;691549.8;41733834.1189751;;57;
2017;78513;Estimated;Estimated using previous year's AADF on this link;A956;PA;394220;801500;-2.09705437;57.10441533;A90;Souter Head Road roundabout;1.49;2.3979166;58.69;7855.67;38.54;1769.64;1109.21;10831.76;;13409319.0354517;2812211783.10534;8805506.14459551;899685900.693812;65099534.9;3799212043.8792;;11;
2017;78514;Estimated;Estimated from nearby links;A90;TA;393020;803350;-2.1169145;57.12101729;Cairngorm Rd;B9077;0.19;0.3057746;15.85;1846.52;13.73;312.58;109.82;2298.5;;461784.352950641;84291957.7295817;400018.874827274;20264435.3780466;1740647;107158843.335406;;50;
2017;78515;Estimated;Estimated using previous year's AADF on this link;A93;PA;389000;802770;-2.18327647;57.11572775;Old Ferry Rd;A90;3.11;5.0050474;38.96;13365.32;444;2583.24;322.49;16754.01;;18579571.0429607;9986614234.74272;211738437.963926;2741226147.46227;12564210.4;12970722601.6119;;2;
2017;78516;Estimated;Estimated using previous year's AADF on this link;A944;PA;389500;806670;-2.17518471;57.15077355;Skye Rd;Springhill Rd;0.37;0.5954558;4.96;2053.62;38.68;260.11;40.86;2398.23;;281410.142631584;182557774.642003;2194545.22519953;32838135.6837992;202665.6;218074531.293633;;44;
2017;78517;Estimated;Estimated from nearby links;A96;TA;389100;809800;-2.18193331;57.17888094;Bankhead Avenue;A947;0.37;0.5954558;6.31;1421.67;9.34;236.03;83.38;1756.73;;358003.629033326;126380202.508398;529913.454068346;29798105.2840995;526127.8;157592352.675599;;48;
2017;78518;Estimated;Estimated from nearby links;A947;PA;388800;813900;-2.18708193;57.21570315;Riverview Drive;LA boundary;0.31;0.4988954;18.17;1525.09;32.32;254.68;87.27;1917.53;;863719.981691873;113588846.964134;1536347.26517784;26938676.4928403;1585695.9;144513286.603844;;49;
2017;80026;Estimated;Estimated using previous year's AADF on this link;A93;PA;394000;805580;-2.10078413;57.14106302;A9013;A956;0.99;1.5932466;56.09;1840.25;3.69;288.08;17.42;2205.52;;8514849.581083;437714108.187989;560167.497846251;97312363.9635933;977087.8;545078577.030511;;35;
2017;80027;Estimated;Estimated using previous year's AADF on this link;A956;PA;394610;806300;-2.09072056;57.14753854;A93;A96/A9013;0.43;0.6920162;23.37;2552.96;8.78;536.28;383.52;3504.9;;1540932.14054003;263749102.021454;578921.018140412;78682794.5343122;8962862.4;353514612.114447;;39;
2017;80028;Estimated;Estimated using previous year's AADF on this link;A944;PA;389000;806640;-2.1834472;57.15049225;B9119;Skye Rd;0.99;1.5932466;26.22;4533.97;28.07;482.18;154.58;5225.03;;3980377.17981808;1078430993.12653;4261219.96329113;162878629.741618;4053087.6;1253604307.61126;;25;
2017;80029;Estimated;Estimated using previous year's AADF on this link;A944;PA;390000;806680;-2.16692133;57.15087465;Springhill Rd;A90;0.75;1.207005;19.87;3607.74;211.38;512.19;111.91;4463.08;;2285154.01622013;650092295.049723;24309806.5399402;131072649.481081;2223651.7;809983556.786964;;31;
2017;80030;Estimated;Estimated using previous year's AADF on this link;A944;PA;392000;806800;-2.1338699;57.15199196;A90;A978;0.93;1.4966862;19.36;3029.53;103.84;423;92.63;3668.37;;2760861.66960176;676919039.945025;14808258.0460458;134227974.200622;1793316.8;830509450.661294;;30;
2017;80031;Estimated;Estimated using previous year's AADF on this link;A944;PA;393000;806910;-2.11734484;57.1529963;A978;A96;0.93;1.4966862;25.93;4412.36;115.26;634.28;66.83;5254.65;;3697786.3167755;985898966.206583;16436824.175532;201272150.061396;1732901.9;1209038628.66029;;26;
2017;80032;Estimated;Estimated using previous year's AADF on this link;A90;TA;394000;810990;-2.10091593;57.18966128;B997 Scotstown Road;A956;0.62;0.9977908;44.13;2964.78;69.19;806.11;271.09;4155.29;;4195482.97105805;441634187.755903;6577962.08401328;170531934.251951;11963201.7;634902768.762926;;33;
2017;80033;Counted;Manual count;A90;TA;391722;810505;-2.13858942;57.18526879;A96;B997 Scotstown Road;2.61;4.2003774;97;15371.28;177.66;2186.86;563.53;18396.33;;38821167.0717296;9638935292.40484;71102768.4738504;1947516779.26122;54662410;11751038417.2116;;4;
2017;80038;Estimated;Estimated using previous year's AADF on this link;A9013;PA;392880;804000;-2.11924506;57.12685407;A945;B9077;0.81;1.3035654;15.51;2559.57;99.42;419.43;27.89;3121.82;;1926429.68771516;498116071.139177;12348526.0833424;115921563.251133;432573.9;628745164.061367;;34;
2017;80039;Estimated;Estimated using previous year's AADF on this link;A96;PA;393640;807320;-2.10677706;57.15668852;B991;A944;0.56;0.9012304;15.78;1020.86;47.95;196.33;69.48;1350.4;;1355037.67894877;137351288.574638;4117494.08780694;37514089.778318;1096394.4;181434304.519711;;47;
2017;80040;Estimated;Estimated using previous year's AADF on this link;A96;PA;394240;806750;-2.09684564;57.15157619;A944;A956;0.5;0.80467;8.43;1588.35;35.04;360.87;124.15;2116.84;;646329.419786469;190807189.882905;2686522.28580283;61565938.445027;1046584.5;256752564.533521;;40;
2017;80041;Estimated;Estimated using previous year's AADF on this link;A9012;PA;392000;808000;-2.13390851;57.16277144;A90;A978;0.56;0.9012304;11.62;1499.18;2.61;234.83;34.79;1783.03;;997816.08551234;201706702.981139;224122.201651223;44870542.9768371;404259.8;248203444.045139;;41;
2017;80333;Estimated;Estimated using previous year's AADF on this link;A978;PA;393050;806000;-2.11649299;57.14482258;A9013;A944;0.93;1.4966862;7.31;1829.56;143.53;273.14;22.05;2275.59;;1042453.45066058;408797403.795909;20468309.6817118;86673827.1233046;161185.5;517143179.551586;;36;
2017;80345;Estimated;Estimated using previous year's AADF on this link;A956;PA;394350;805030;-2.09498852;57.13612694;Souter Head Road roundabout;A945;1.93;3.1060262;261.19;12967.97;149.44;3608.59;1654.02;18641.21;;77298345.8190448;6013230200.36972;44226290.4368393;2376372785.43379;432013483.8;8943141105.8594;;5;
2017;80355;Estimated;Estimated using previous year's AADF on this link;A944;PA;386000;806180;-2.232998;57.146292;B9119;B9119;2.36;3.7980424;50.82;18962.22;179.54;2419.19;1258.46;22870.23;;18390901.121702;10751763619.6729;64972498.7680123;1948057185.13208;63954937.2;12847139141.8947;;3;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
